	sourceUrl	sourceName	sourceDate	hasAnswer	targetLocation	language	dateScraped	ID	question	answer
10	https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters	WHOMyth	1586381105.0	True		en	1586381105.8012428	WHOMyth|||6267673096548865949	How effective are thermal scanners in detecting people infected with the new coronavirus?	Thermal scanners are effective in detecting people who have developed a fever (i.e. have a higher than normal body temperature) because of infection with the new coronavirus.However, they cannot detect people who are infected but are not yet sick with fever. This is because it takes between 2 and 10 days before people who are infected become sick and develop a fever.
11	https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters	WHOMyth	1586381105.0	True		en	1586381105.8017762	WHOMyth|||4278247613427541937	Can spraying alcohol or chlorine all over your body kill the new coronavirus?	No. Spraying alcohol or chlorine all over your body will not kill viruses that have already entered your body. Spraying such substances can be harmful to clothes or mucous membranes (i.e. eyes, mouth). Be aware that both alcohol and chlorine can be useful to disinfect surfaces, but they need to be used under appropriate recommendations.
12	https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters	WHOMyth	1586381105.0	True		en	1586381105.8028722	WHOMyth|||5129713207395356938	Do vaccines against pneumonia protect you against the new coronavirus?	No. Vaccines against pneumonia, such as pneumococcal vaccine and Haemophilus influenza type B (Hib) vaccine, do not provide protection against the new coronavirus.The virus is so new and different that it needs its own vaccine. Researchers are trying to develop a vaccine against 2019-nCoV, and WHO is supporting their efforts.Although these vaccines are not effective against 2019-nCoV, vaccination against respiratory illnesses is highly recommended to protect your health.
13	https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters	WHOMyth	1586381105.0	True		en	1586381105.8040671	WHOMyth|||-5517535468956004085	Can regularly rinsing your nose with saline help prevent infection with the new coronavirus?	No. There is no evidence that regularly rinsing the nose with saline has protected people from infection with the new coronavirus. There is some limited evidence that regularly rinsing nose with saline can help people recover more quickly from the common cold. However, regularly rinsing the nose has not been shown to prevent respiratory infections.
14	https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters	WHOMyth	1586381105.0	True		en	1586381105.8047428	WHOMyth|||8371766550234562235	Can eating garlic help prevent infection with the new coronavirus?	Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus.
15	https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters	WHOMyth	1586381105.0	True		en	1586381105.805965	WHOMyth|||-3629254682284820662	Does the new coronavirus affect older people, or are younger people also susceptible?	People of all ages can be infected by the new coronavirus (2019-nCoV). Older people, and people with pre-existing medical conditions (such as asthma, diabetes, heart disease) appear to be more vulnerable to becoming severely ill with the virus. WHO advises people of all ages to take steps to protect themselves from the virus, for example by following good hand hygiene and good respiratory hygiene.
16	https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters	WHOMyth	1586381105.0	True		en	1586381105.813107	WHOMyth|||4474795506262249205	Are antibiotics effective in preventing and treating the new coronavirus?	No, antibiotics do not work against viruses, only bacteria. The new coronavirus (2019-nCoV) is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment.However, if you are hospitalized for the 2019-nCoV, you may receive antibiotics because bacterial co-infection is possible.
17	https://www.who.int/emergencies/diseases/novel-coronavirus-2019/advice-for-public/myth-busters	WHOMyth	1586381105.0	True		en	1586381105.8153448	WHOMyth|||7681108350580968257	Are there any specific medicines to prevent or treat the new coronavirus?	To date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-nCoV).However, those infected with the virus should receive appropriate care to relieve and treat symptoms, and those with severe illness should receive optimized supportive care. Some specific treatments are under investigation, and will be tested through clinical trials. WHO is helping to accelerate research and development efforts with a range or partners.
18	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.338192	Johns Hopkins Bloomberg School of Public Health|||-782204648326572715	Will most of humanity be infected by the new coronavirus?	It is likely that eventually it will become endemic, and most of us will get infected. But one question is super important: How long will it take for that to happen? If it happens in a few months, every hospital will be overwhelmed and people will not be treated for coronavirus or other diseases. If it happens that fast, it will be an unprecedented disaster. However, if we do our best in terms of prevention by practicing social distancing, reducing travel, not going to work when we’re sick, we could slow spread of the disease. If the same 60-70% infection of the global population is spread over 3 years, then hospitals don’t get overwhelmed, people can get treated, and we have time to develop a vaccine—it’s a completely different story.The difference between it happening fast or slow is potentially the difference between a 1918 flu level event and a bad flu season level event. We have control over that.
19	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.339307	Johns Hopkins Bloomberg School of Public Health|||-965870827167557724	How does a virus shift from zoonotic to human-to-human transmission?	When a virus passes from a nonhuman animal into a human, we call that moment of spillover a zoonotic transmission. It’s an ecological event. What happens next depends on evolutionary potential and chance. If the virus is adaptable, it may succeed in replicating and proliferating in the new human host. Maybe it kills the person and the line of transmission comes to an end there—as happens with rabies. But if the virus is even more adaptable, it may acquire the ability to pass from one human host to another, perhaps by sexual contact (as with HIV), perhaps in bodily fluids such as blood (as with Ebola), perhaps in respiratory droplets launched by coughing or sneezing (as with influenza or SARS). What makes a virus adaptable? The changeability of its genome, plus Darwinian natural selection. Those viruses with single-stranded RNA genomes, which replicate themselves inaccurately and therefore have highly changeable genomes, are among the most adaptable. Coronaviruses belong to that group.
20	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.339853	Johns Hopkins Bloomberg School of Public Health|||8441955785213698841	Is it possible to be reinfected with the novel coronavirus?	Reinfection is always a possibility with a viral infection, particularly if you have a subclinical infection and don’t mount much of an immune response against it. Reinfection is also possible within the window after the first infection and before you develop antibodies. That window can vary from a couple of weeks to a few months, depending on how much your immune system was triggered. We’ve now got a good population of people who have recovered from the virus. Serum samples from those patients can allow us to time exactly when they begin to develop antibodies and when they develop sufficient titers and neutralizing antibodies. This will help us determine what the window is for protection. Before your immune system returns to normal, you can be infected by not just this virus, but by regular colds and flu. A couple of months may be a reasonable window of recovery, based on what we know right now.
21	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.342331	Johns Hopkins Bloomberg School of Public Health|||8091733680151712218	Can the new coronavirus be transmitted via paper money?	Cash can be contaminated with potential bacterial pathogens, but there is little information about viruses on cash in general—and nothing about contamination with SARS-CoV-2, the virus that causes COVID-19. SARS-CoV-2 is spread by person-to-person contact—not by touching fomites (objects that may be contaminated with, and help transmit, infectious organisms) like cash. And, it’s unclear how long COVID-19 remains viable on surfaces—ranging from a few minutes to hours to potentially days depending on the temperature, humidity and surface type. Switching from cash to plastic has not been proven more protective, either, except perhaps by reducing person-to person hand exposure. Some countries are washing or disinfecting cash, but there is no data demonstrating how this process works. The best practice is social distancing: limiting person-to-person contact by shutting down schools, bars, and other crowded places. That is what will slow infections, prevent health care systems from overloading, and reduce deaths. That is why everyone should do their part and embrace social distancing rather than worrying about using money or credit cards.
22	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.345748	Johns Hopkins Bloomberg School of Public Health|||-6026981975485012904	What is cryptic transmission, and what is its significance in the COVID-19 outbreak?	Cryptic transmission is the term that is used when there is no direct contact between person 1 shedding the virus and person 2 contracting it. It is an important indicator of community prevalence of a virus. There is essentially enough circulating virus in a community to transmit the same strain of the virus between individuals who are not directly linked. In the case of the COVID-19 outbreak, this term came into the lexicon after University of Washington researchers sequenced the COVID-19 genome from Snohomish County, Washington, which showed a direct genetic link from the first 2 cases in Washington though they had no known contact. This indicated there was significant community spread, and likely evidence the virus had been circulating for weeks by that point. As I noted on Twitter, the key takeaway is this is going to be a critical path for viral transmission given the potential infectivity prior to the manifestation of symptoms—and what will ultimately make it so hard to control the spread of the virus.
23	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.34659	Johns Hopkins Bloomberg School of Public Health|||-8276847873717693424	As COVID-19 symptoms mimic those of common cold and flu viruses, how do you know when you should seek testing or special care?	"The symptoms of COVID-19—including fever, cough, and difficulty breathing—are similar to those of other cold and flu viruses. At this moment, the decision to test for COVID-19 in the US depends on both the patient’s clinical status and what is happening in a particular geographic location. A history of travel, especially international travel to one of the most affected areas, is still important, but this is evolving as the outbreak develops domestically. Close contact with someone who traveled to those areas or with someone who has been diagnosed with COVID-19 are other considerations.
The evaluation of cold and flu symptoms will often include testing for routine respiratory viruses as well, especially influenza. In general, if you do not have symptoms and would not ordinarily seek medical care based on how you feel now, you do not need evaluation or testing for COVID-19.Preeti N. Malani, MD, MSJ, is the chief health officer and a professor of Medicine in the Division of Infectious Diseases at the University of Michigan."
24	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.347806	Johns Hopkins Bloomberg School of Public Health|||-8855196234094562906	What are the special risks of COVID-19 to pregnant women?	
25	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.349196	Johns Hopkins Bloomberg School of Public Health|||0		"Given that coronaviruses can cause the common cold, does that mean humans likely have some protection against this new virus? Or are we immunologically ""naive""? Although it’s possible we could have pre-existing immunity if we were previously infected with “common cold” coronaviruses, there is no evidence that this is protective in people exposed to SARS-CoV-2 (the virus that causes COVID-19). Unless I see data otherwise, I’d assume that most of us are immunologically “naive.” However, although we don’t know if it’s relevant to COVID-19 epidemiology, it has been shown that antibodies against SARS-CoV can block infection of cells with SARS-CoV-2 in vitro, so there is the possibility of protective cross-reactive immunity from closely related coronaviruses."
26	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.350315	Johns Hopkins Bloomberg School of Public Health|||8741432479570652177	"Given that coronaviruses can cause the common cold, does that mean humans likely have some protection against this new virus? Or are we immunologically ""naive""?"	Although it’s possible we could have pre-existing immunity if we were previously infected with “common cold” coronaviruses, there is no evidence that this is protective in people exposed to SARS-CoV-2 (the virus that causes COVID-19). Unless I see data otherwise, I’d assume that most of us are immunologically “naive.” However, although we don’t know if it’s relevant to COVID-19 epidemiology, it has been shown that antibodies against SARS-CoV can block infection of cells with SARS-CoV-2 in vitro, so there is the possibility of protective cross-reactive immunity from closely related coronaviruses.
27	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.351114	Johns Hopkins Bloomberg School of Public Health|||-684010142441448566	How do you go about creating a vaccine against a new virus?	Every virus has its unique challenges. In the case of n-coronavirus, the vaccine challenges are 2-fold. First, you have to interfere with the virus’s ability to dock with a specific receptor in the lungs called ACE2. Then, you need to reduce the problem of antibody-dependent enhancement. ADE means that some respiratory virus vaccines can actually make things worse. There are multiple ways to solve this problem. One option is creating a vaccine that only uses parts of the pathogen to stimulate the immune system. One approach is to do this by producing recombinant protein subunit vaccines. We have found that these vaccines that use a part of a protein of the virus (the spike protein) and known as the receptor binding domain (RBD) are optimal for 2 reasons: Recombinant proteins are a standard technology that has resulted in other licensed vaccines, including the hepatitis B and HPV vaccines; and it’s possible to produce this vaccine in abundance and at low cost.
28	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.351698	Johns Hopkins Bloomberg School of Public Health|||0		How does this particular coronavirus compare with other coronaviruses like SARS and MERS? “We are learning more about the virus every day. On the continuum of the common cold to SARS, it’s now clear that the novel coronavirus is more contagious than SARS, but less deadly. We don’t yet know how much more contagious, or how much less deadly. The number of confirmed infections with nCoV has already far outpaced the total number of suspected SARS cases.”
29	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.3526552	Johns Hopkins Bloomberg School of Public Health|||-2950804733902636755	How does this particular coronavirus compare with other coronaviruses like SARS and MERS?	“We are learning more about the virus every day. On the continuum of the common cold to SARS, it’s now clear that the novel coronavirus is more contagious than SARS, but less deadly. We don’t yet know how much more contagious, or how much less deadly. The number of confirmed infections with nCoV has already far outpaced the total number of suspected SARS cases.”
30	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.3532019	Johns Hopkins Bloomberg School of Public Health|||8510810766443139909	There have been news reports that the coronavirus epidemic will last for 18 months or longer and come in multiple waves. If so, how long will social distancing be necessary in that situation?	
31	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.353927	Johns Hopkins Bloomberg School of Public Health|||-5911707009119024980	What’s the worst-case scenario for this pandemic?	There is already evidence of widening transmission of SARS-CoV-2 across the Southern Hemisphere, though the virus is currently taking its primary toll in the North. It is likely that 60-65% of Northern Hemisphere populations will be infected with the virus by July or August. As the epidemics seem to diminish later in the summer, action will shift to the South, with COVID-19 sweeping across Latin America, Africa and the South Pacific, similarly infecting upwards of 60% of populations. And then by December, it will make a slow return to the Northern Hemisphere, creating a North/South cycle that will persist for years.
32	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.3546612	Johns Hopkins Bloomberg School of Public Health|||3812162789421344646	How much will mortality rates vary from country-to-country given differing levels of health system preparedness and response resources?	Mortality rates will vary by country according to several factors. First, it will depend on the age structure of the population; Italy has the second oldest population in the world, which  may partly explain the high mortality observed. Health care availability (in terms of the number of hospital and intensive care beds) and accessibility (free versus paid) will also influence mortality. For example, low death rates in Germany and South Korea are partially attributed to the relatively high number of hospital beds per capita. Moreover, disparities in death rates between Hubei province—the location of Wuhan, where the outbreak first emerged—and other parts of China are thought to be due to the rapid case rise and resulting strain on health care resources in Hubei. Lastly, a country’s testing policy will be an important determining factor. If there is widespread testing of community as well as hospital-based cases, mortality will be lower than if testing was solely focused on hospital cases.
33	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.355374	Johns Hopkins Bloomberg School of Public Health|||-6143070654355980707	When does an outbreak become a pandemic?	The word pandemic literally means “all people” in Greek. But clearly not all people become sick even in the worst pandemics. Epidemiologists typically mean an infectious disease epidemic that has spread or is spreading globally. Usually we refer to a pandemic only when it involves a new disease. So, for example, we talk about an influenza pandemic when there is a new strain of flu spreading around the world. In contrast, we do not refer to the global outbreak of seasonal influenza as a pandemic because the strains are not new. There is no strict definition of when an epidemic becomes a pandemic—but usually it means that the disease is actively spreading on several continents with likely continued spread to other continents.
34	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.356374	Johns Hopkins Bloomberg School of Public Health|||-7032438964147559799	Why are wild animals believed to be the source of this outbreak?	"About 60% of newly emerged and re-emerging pathogens share a common origin: the bodies of animals. Genetic and epidemiological evidence suggest that the novel coronavirus, like SARS, may have emerged from a so-called “wet market,” where wild species that would rarely encounter each other in nature are crammed together, allowing microbes to spread between species and into humans. China claimed to have cracked down on these markets after the SARS outbreak, but when I visited a few years later, it wasn’t hard to find one. 
But such markets are only part of the problem. The loss of wildlife habitat around the world more generally is forcing wild species to cram into closer proximity to human settlements. Bats, for example, have been fingered as the source of Ebola, SARS, and a host of other pathogens. When we cut down the forests where they live, they come roost in our backyards and farms instead. It’s this kind of novel, intimate contact that provides opportunities for the microbes that live in their bodies to spread into ours."
35	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.357737	Johns Hopkins Bloomberg School of Public Health|||9222015844914732003	How do disease detectives find the source of an outbreak like this?	Once two or more people are identified, disease detectives (such as those in the CDC’s Epidemic Intelligence Service) look for what these people have in common. Do they live together? Work together? Shop at the same market? Points of overlap could indicate sources of the pathogen. At the same time, infectious disease doctors and scientists try figure out what the pathogen is. In the case of the novel coronavirus, scientists isolated and genetically sequenced the virus, revealing its close relationship to SARS, which originated in bats but was transmitted to humans through another species.
36	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.3583791	Johns Hopkins Bloomberg School of Public Health|||0		What are super spreaders and how can they affect the trajectory of an outbreak? Rather than using the term super spreaders (a person who infects a large number of people), we should think of them as super spreading events. Maybe a person is at the right time of infection and at the mall. Typhoid Mary infected many people because she was a cook. Part of the reason we stopped SARS is that a lot of super spreading was happening in health care settings and when people really got their act together in terms of infection control and biocontainment, it nipped the epidemic in the bud. Super spreading events have the largest influence an outbreak’s trajectory early on. If there’s only a few cases and one person then infects 10 others, it can make it start strong. Once an epidemic gets going and has 100 to 200 cases or more, the “law of large numbers” takes over—and it stops mattering so much.
37	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.359314	Johns Hopkins Bloomberg School of Public Health|||6229889891362883910	What are super spreaders and how can they affect the trajectory of an outbreak?	Rather than using the term super spreaders (a person who infects a large number of people), we should think of them as super spreading events. Maybe a person is at the right time of infection and at the mall. Typhoid Mary infected many people because she was a cook. Part of the reason we stopped SARS is that a lot of super spreading was happening in health care settings and when people really got their act together in terms of infection control and biocontainment, it nipped the epidemic in the bud. Super spreading events have the largest influence an outbreak’s trajectory early on. If there’s only a few cases and one person then infects 10 others, it can make it start strong. Once an epidemic gets going and has 100 to 200 cases or more, the “law of large numbers” takes over—and it stops mattering so much.
38	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.360142	Johns Hopkins Bloomberg School of Public Health|||-2754095873756603931	What’s a reproductive number and what does it tell us about an outbreak’s future?	The reproductive number represents the average number of people that one infected person will infect. The reproductive number for a disease can change based on how infectious the pathogen is, the host population, and environmental factors. To control an outbreak, the goal is to reduce a disease’s reproductive number to less than 1. If the reproductive number remains 1 or higher, the outbreak will continue. In the case of COVID-19, the estimated reproductive number is around 2.6, meaning the outbreak is expected to continue. The reproductive number can be reduced by altering transmission dynamics—with social distancing, home isolation, quarantine, and use of personal protective equipment in health care settings. Over time as people are infected and recover—or if a vaccine becomes available (which may take months or years)—immunity in the population also reduces the effective reproductive number of a disease.
39	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.3609369	Johns Hopkins Bloomberg School of Public Health|||6211377984665856739	What does successful risk communications look like?	When you think of containing an epidemic, from Ebola to coronavirus, labs and disease surveillance are often top of mind. Risk communications, however, is a key aspect in shaping the course of an epidemic, and how prepared people are to combat it. People need timely, accurate and easy-to-understand information that encourages protective behavior without inciting panic. Information based on the changing risk of transmission and not politics, fear or stigma is critical.
40	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.361707	Johns Hopkins Bloomberg School of Public Health|||0		What are some of the major challenges to global cooperation in this coronavirus outbreak? Data transparency and political sensitivity are two of the most critical challenges to effective global cooperation on the COVID-19 outbreak—and they are deeply entwined. China has a history of concealing, delaying or refusing to share data and information (this happened with SARS in 2002-2003 and in 2018, when China reportedly refused to share samples of a bird flu with pandemic potential). Leading global health agencies have praised China’s response to COVID-19, while other experts doubt the accuracy of the reported data. Data transparency is key to building much-needed trust—and preventing the misallocation of resources, which could slow the response. Some countries in Asia—where China holds significant economic and political influence—have carefully crafted their public coronavirus responses, aware that criticizing China could hinder cooperation. And all stakeholders face a difficult task: balancing effective disease response with the political sensitivity necessary for a successful, cooperative, global response.
41	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.3625128	Johns Hopkins Bloomberg School of Public Health|||-3332211213317867444	What are some of the major challenges to global cooperation in this coronavirus outbreak?	Data transparency and political sensitivity are two of the most critical challenges to effective global cooperation on the COVID-19 outbreak—and they are deeply entwined. China has a history of concealing, delaying or refusing to share data and information (this happened with SARS in 2002-2003 and in 2018, when China reportedly refused to share samples of a bird flu with pandemic potential). Leading global health agencies have praised China’s response to COVID-19, while other experts doubt the accuracy of the reported data. Data transparency is key to building much-needed trust—and preventing the misallocation of resources, which could slow the response. Some countries in Asia—where China holds significant economic and political influence—have carefully crafted their public coronavirus responses, aware that criticizing China could hinder cooperation. And all stakeholders face a difficult task: balancing effective disease response with the political sensitivity necessary for a successful, cooperative, global response.
42	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.363141	Johns Hopkins Bloomberg School of Public Health|||2928300254517009144	Could export goods transmit SARS-CoV-2 infection around the world?	
43	https://www.globalhealthnow.org/2020-02/coronavirus-expert-reality-check	Johns Hopkins Bloomberg School of Public Health	1583395200.0	True		en	1586381096.3639839	Johns Hopkins Bloomberg School of Public Health|||-3677200910047535224	Why will it likely take longer to develop a vaccine than a drug for COVID-19?	The development of vaccines and drugs for COVID-19 share common goals: to ensure safety and efficacy. These are often assessed through a series of studies, sometimes beginning with animal experiments, progressing through human phase 1, 2 and 3 clinical trials with increasing numbers of participants. However, it often takes much longer to develop and rigorously assess a vaccine. First, vaccines are usually targeted to healthy people, in contrast to drugs administered to people with disease. Larger and longer studies are often needed to ensure the safety of vaccines. Second, the outcomes of interest often take much longer to be measured. Vaccine efficacy and immunogenicity can take many months to measure accurately, whereas whether or not a treated patient improves can take days. And some vaccines require multiple doses spread out over months whereas drug treatment regimens typically are days to weeks. Once developed, it can also take longer to manufacture and deploy vaccines.William Moss, MD, is executive director of the International Vaccine Access Center and a professor of Epidemiology at the Johns Hopkins Bloomberg School of Public Health. What’s the most important thing that WHO can do in the fight against COVID-19? WHO has reiterated to all countries that with early and aggressive measures, they can stop transmission and save lives. WHO must be the first entry point for reliable information on the virus and its spread. It also has the unique mandate to provide evidence-based guidance to help countries and individuals to assess and manage their risk and make decisions. This is even more critical now as countries should be preparing for sustained community transmission.WHO must also be able to support the most vulnerable countries.The world requires a comprehensive and coordinated approach as outlined in the Strategic Preparedness and Response Plan that WHO has issued: Establishing international coordination and operational support; scaling up country readiness and response operations; and accelerating priority research and innovation.That turns the question on its head: One of the most important things countries and financial organizations must now do is support WHO in order to protect us all.
